timestamp,git_commit,git_dirty,vivado_version,bitstream_sha256,board_id,net,layer,clock_mhz,source,duration_s,num_inferences,top,build_id,pl_clk0_mhz_requested,pl_clk0_mhz_actual,pl_clk0_srcsel,clb_luts,clb_registers,lut_as_memory,dsps,ramb36,ramb18,wns_ns,whs_ns,tns_ns,ths_ns,critical_warnings,bit_sha256,hwh_sha256
2026-09-24T16:38:08+00:00,c6ff5d9686e36de54234b0d9261cdaeaeced59a5,False,2023.1,5d1be51043c6c87ff07aca7db3c604885f73f6298c630d61528efe3ddaae607d,,,,199.998001,post_impl,,,gos_shell_top,c6ff5d96,200,199.998001,RPLL,10218,12995,2370,0,50,1,0.949,0.01,0.0,0.0,0,5d1be51043c6c87ff07aca7db3c604885f73f6298c630d61528efe3ddaae607d,a195a602b5d8e2dec82a6b75962a72609142290e12930ee766657689c5d2693a
