timestamp,git_commit,git_dirty,vivado_version,bitstream_sha256,board_id,net,layer,clock_mhz,source,duration_s,num_inferences,top,build_id,pl_clk0_mhz_requested,pl_clk0_mhz_actual,pl_clk0_srcsel,clb_luts,clb_registers,lut_as_memory,dsps,ramb36,ramb18,wns_ns,whs_ns,tns_ns,ths_ns,critical_warnings,bit_sha256,hwh_sha256,timing_met,strategy,worst_path,power_w_estimate,core_luts,core_registers,core_lutram,core_dsps,core_ramb36,core_ramb18,methodology_critical,methodology_warning,drc_error,drc_critical,drc_warning,unconstrained_endpoints,latches,comb_loops,latch_loops,check_timing_nonzero,synth_latch,synth_multidriven,synth_undriven,synth_removed,synth_unwaived_groups,synth_truncated,synth_logs,synth_scan_pass
2026-09-25T09:41:27+00:00,05636514ff4d7b135673043116bde8223e0c8078,False,2023.1,84ab9876220fd4705fe50f169c6888bc1866d63dfbf11e75f3be4ae7d0755ef7,,,,199.998001,post_impl,,,gos_top_wrapper,c88e71a0,200,199.998001,RPLL,16786,22661,2496,80,50,1,0.291,0.01,0.0,0.0,0,84ab9876220fd4705fe50f169c6888bc1866d63dfbf11e75f3be4ae7d0755ef7,64c18f74c0ef91a085f594d4dfbcf8b231ea73fbe373f1d0c78403cb7cef24a6,True,Vivado Implementation Defaults,gos_system_i/gos_top_0/inst/u_top/u_csr/w_data_reg[8]/C -> gos_system_i/gos_top_0/inst/u_top/u_csr/desc_q_reg[5][13][8]/D levels 0 datapath 4.503,3.308,3327,5471,32,80,50,1,0,0,0,0,0,0,0,0,0,,0,0,0,246,0,2,synth_1.log+synth_gos_top.log,False
