timestamp,git_commit,git_dirty,vivado_version,bitstream_sha256,board_id,net,layer,clock_mhz,source,duration_s,num_inferences,channel,B,s,m,values_checked_exact,values_checked_saturated,mismatches,first_mismatch_v,m_rne,delta_from_rne,mismatches_rne,candidates_tried,sat_seed,ref_float_vs_exact_diffs
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,30,32,41,3910850447,146195,1000004,0,,3910850447,0,0,1,"default_rng([20260924, 0, 2, 30])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,31,32,40,2185782673,130787,1000004,0,,2185782673,0,0,1,"default_rng([20260924, 0, 2, 31])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,32,32,41,3288171773,173879,1000004,0,,3288171773,0,0,1,"default_rng([20260924, 0, 2, 32])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,33,32,41,2737753593,208837,1000004,0,,2737753593,0,0,1,"default_rng([20260924, 0, 2, 33])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,34,32,41,3931232303,145437,1000004,0,,3931232303,0,0,1,"default_rng([20260924, 0, 2, 34])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,35,32,41,3247193029,176073,1000004,0,,3247193029,0,0,1,"default_rng([20260924, 0, 2, 35])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,36,32,41,3806866428,150189,1000004,0,,3806866428,0,0,1,"default_rng([20260924, 0, 2, 36])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,37,32,41,3373431429,169485,1000004,0,,3373431429,0,0,1,"default_rng([20260924, 0, 2, 37])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,38,32,41,2988936222,191287,1000004,0,,2988936222,0,0,1,"default_rng([20260924, 0, 2, 38])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,39,32,41,3131891429,182557,1000004,0,,3131891429,0,0,1,"default_rng([20260924, 0, 2, 39])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,40,32,41,3072904138,186061,1000004,0,,3072904138,0,0,1,"default_rng([20260924, 0, 2, 40])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,41,32,40,2541091644,112501,1000004,0,,2541091644,0,0,1,"default_rng([20260924, 0, 2, 41])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,42,32,41,4081903692,140069,1000004,0,,4081903692,0,0,1,"default_rng([20260924, 0, 2, 42])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,43,32,41,3738453970,152937,1000004,0,,3738453970,0,0,1,"default_rng([20260924, 0, 2, 43])",0
2026-09-24T05:16:53+00:00,bd28a729ffb13bb3b0d875ba3666a1b559e56632,True,,,,cifar10,conv3,,model,2.373,,44,32,41,2836194293,201589,1000004,0,,2836194293,0,0,1,"default_rng([20260924, 0, 2, 44])",0
